課號 Course ID,資訊 Information,備註 Note,系所 Department,通識 GE,"選上機率
Chance","重設
Reset",課程 Course,教室大樓 Building,時間 Time,授課語言 Language,加簽 Extra Enrollment
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC2103"" rel=""noopener"" target=""_blank"">KPC 210300</a>
性格心理學
Personality Psychology","<人限 Limit / 新生保留 New Only>
55 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=24373308313541367104971101038910111080105110103"" rel=""noopener"" target=""_blank"">張硯評	Chang, Yen-Ping</a>
<教室 Room & 時間 Time>
Nanda南大N101	T7T8T9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
此為16週課程；加退選期間不受理線上加選，若欲選課得以加簽方式辦理，
<限制 Limitation>
限心諮系大學部2年級3年級4年級
<擋修 Prerequisite>
--
<專長 Speciality>
人力資源管理(二)/人力資源管理(一)/心理學(二)/心理學(一)
<學程 Program>
--
<必選修 Required or Elective>
心諮系110B必修
",KPC  心諮系,--,--,,KPC2103,Nanda南大,T7T8T9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC2104"" rel=""noopener"" target=""_blank"">KPC 210400</a>
認知心理學
Cognitive Psychology","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=35449386323327567726578898567726978"" rel=""noopener"" target=""_blank"">詹雨臻	CHAN, YU-CHEN</a>
<教室 Room & 時間 Time>
Nanda南大N102	M7M8M9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
此為16週課程；先修科目為「普通心理學一」；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
限心諮系大學部2年級3年級4年級
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 普通心理學一-成績需C-以上上述條件一定要有，則不擋修。
<專長 Speciality>
心智、大腦與學習(二)/心理學(二)/心理學(一)
<學程 Program>
(跨領域)神經科學學分學程
<必選修 Required or Elective>
心諮系110B必修
",KPC  心諮系,--,--,,KPC2104,Nanda南大,M7M8M9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC2320"" rel=""noopener"" target=""_blank"">KPC 232000</a>
教育心理學
Educational Psychology","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=211292591923439767385677269787172797871"" rel=""noopener"" target=""_blank"">劉政宏	LIU, CHENG-HONG</a>
<教室 Room & 時間 Time>
Nanda南大N203	R2R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
此為17週課程；加退選期間不受理線上加選，亦不受理加簽。
<限制 Limitation>
限心諮系
<擋修 Prerequisite>
--
<專長 Speciality>
心智、大腦與學習(二)/心理學(二)/心理學(一)
<學程 Program>
(跨領域)教育知能學分學程
<必選修 Required or Elective>
心諮系110B選修
",KPC  心諮系,--,--,,KPC2320,Nanda南大,R2R3R4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC2420"" rel=""noopener"" target=""_blank"">KPC 242000</a>
諮商與心理治療理論
Theories of Counseling and Psychotherapy","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=33865332683345289697267727372706978"" rel=""noopener"" target=""_blank"">葉致芬	YEH, CHIH-FEN</a>
<教室 Room & 時間 Time>
Nanda南大N102	T2T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
先修科目為「輔導原理與實務」；加簽必須為畢業門檻或未來生涯規劃所需為主，並以畢業年限急迫性為加簽順序
<限制 Limitation>
限心諮系大學部
<擋修 Prerequisite>
擋修對象 : 大學部 
先修科目 : 輔導原理與實務-成績需C-以上輔導原理與實務-成績需C-以上上述條件任選一科，則不擋修。
<專長 Speciality>
心理學(二)/心理學(一)
<學程 Program>
--
<必選修 Required or Elective>
心諮系110B選修
",KPC  心諮系,--,--,,KPC2420,Nanda南大,T2T3T4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC2431"" rel=""noopener"" target=""_blank"">KPC 243100</a>
多元文化輔導與諮商
Multicultural issues in counseling and guidance","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=26446230392980176696984908589737871"" rel=""noopener"" target=""_blank"">李姿瑩	LEE, TZU-YING</a>
<教室 Room & 時間 Time>
Nanda南大N203	W2W3W4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
加退選期間不受理線上加選，亦不受理加簽。
<限制 Limitation>
心諮系大學部優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系108B選修/心諮系110B選修
",KPC  心諮系,--,--,,KPC2431,Nanda南大,W2W3W4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC2622"" rel=""noopener"" target=""_blank"">KPC 262200</a>
人力資源管理
Human Resource Management","<人限 Limit / 新生保留 New Only>
30 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=24373231133372967726578718765786772737871"" rel=""noopener"" target=""_blank"">張婉菁	CHANG, WAN-CHING</a>
<教室 Room & 時間 Time>
Nanda南大N203	W5W6W7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
此為16週課程；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
心諮系大學部優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
人力資源管理(二)/人力資源管理(一)
<學程 Program>
(跨領域)創新創業學分學程
<必選修 Required or Elective>
心諮系110B選修
",KPC  心諮系,--,--,,KPC2622,Nanda南大,W5W6W7,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC2624"" rel=""noopener"" target=""_blank"">KPC 262400</a>
行銷管理
Marketing Management","<人限 Limit / 新生保留 New Only>
40 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
7 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=353772345224237728385897384737871"" rel=""noopener"" target=""_blank"">許宜庭	HSU, YI-TING</a>
<教室 Room & 時間 Time>
Nanda南大2203	R5R6R7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
心諮系優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系110B選修
",KPC  心諮系,--,--,,KPC2624,Nanda南大,R5R6R7,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC2821"" rel=""noopener"" target=""_blank"">KPC 282100</a>
方案設計與評估
Project Design and Evaluation","<人限 Limit / 新生保留 New Only>
25 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
1 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2155538738339938785677273787174857871"" rel=""noopener"" target=""_blank"">吳青蓉	WU,CHING-JUNG</a>
<教室 Room & 時間 Time>
Nanda南大1311	W8W9Wa
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
加退選期間不受理線上加選，亦不受理加簽。
<限制 Limitation>
心諮系優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
人力資源管理(二)/人力資源管理(一)
<學程 Program>
--
<必選修 Required or Elective>
心諮系110B選修
",KPC  心諮系,--,--,,KPC2821,Nanda南大,W8W9Wa,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC3105"" rel=""noopener"" target=""_blank"">KPC 310500</a>
社會心理學
Social Psychology","<人限 Limit / 新生保留 New Only>
50 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3851533308259916772697883728578876978"" rel=""noopener"" target=""_blank"">陳舜文	CHEN, SHUN-WEN</a>
<教室 Room & 時間 Time>
Nanda南大N102	T7T8T9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
先修科目為「普通心理學一&二」；加退選期間不受理線上加選，亦不受理加簽。
<限制 Limitation>
限心諮系大學部3年級4年級
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 普通心理學一-成績需C-以上普通心理學二-成績需C-以上上述條件一定要有，則不擋修。
<專長 Speciality>
人力資源管理(二)/人力資源管理(一)/心智、大腦與學習(二)/心理學(二)/心理學(一)
<學程 Program>
--
<必選修 Required or Elective>
心諮系109B必修
",KPC  心諮系,--,--,,KPC3105,Nanda南大,T7T8T9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC3203"" rel=""noopener"" target=""_blank"">KPC 320300</a>
心理與教育研究法
Research Methods in Psychology and Education","<人限 Limit / 新生保留 New Only>
40 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=39640281133345975657983728570657871"" rel=""noopener"" target=""_blank"">高淑芳	KAO, SHU-FANG</a>
<教室 Room & 時間 Time>
Nanda南大N102	W7W8W9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
先修科目為「心理與教育統計一」；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
限心諮系大學部3年級4年級
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 心理與教育統計一-成績需C-以上上述條件一定要有，則不擋修。
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系109B必修
",KPC  心諮系,--,--,,KPC3203,Nanda南大,W7W8W9,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC3220"" rel=""noopener"" target=""_blank"">KPC 322000</a>
心理測驗實務
Practice of Psychological Testing","<人限 Limit / 新生保留 New Only>
15 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=295792539119990876578716772697883727372"" rel=""noopener"" target=""_blank"">王振世	WANG, CHEN-SHIH</a>
<教室 Room & 時間 Time>
Nanda南大N203	T2T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
先修科目為「心理與教育測驗」；加退選期間不受理線上加選，亦不接受加簽。
<限制 Limitation>
限心諮系大學部3年級4年級
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 心理與教育測驗-成績需C-以上心理與教育測驗-成績需C-以上上述條件任選一科，則不擋修。
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系109B選修
",KPC  心諮系,--,--,,KPC3220,Nanda南大,T2T3T4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC3327"" rel=""noopener"" target=""_blank"">KPC 332700</a>
情緒心理學
Psychology of Emotion","<人限 Limit / 新生保留 New Only>
20 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=24373308313541367104971101038910111080105110103"" rel=""noopener"" target=""_blank"">張硯評	Chang, Yen-Ping</a>
<教室 Room & 時間 Time>
Nanda南大2204	R3R4Rn
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
此為16週課程；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
心諮系大學部優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系109B選修
",KPC  心諮系,--,--,,KPC3327,Nanda南大,R3R4Rn,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC3425"" rel=""noopener"" target=""_blank"">KPC 342500</a>
兒童與青少年輔導
Child and Adolescent Guidance","<人限 Limit / 新生保留 New Only>
16 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=260453932122914837273727283736578717485"" rel=""noopener"" target=""_blank"">施香如	SHIH, HSIANG-JU</a>
<教室 Room & 時間 Time>
Nanda南大N202	M5M6M7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
此為16週課程；先修科目為「發展心理學」；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
限心諮系
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 發展心理學-成績需C-以上發展心理學-成績需C-以上上述條件任選一科，則不擋修。
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系109B選修
",KPC  心諮系,--,--,,KPC3425,Nanda南大,M5M6M7,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC3522"" rel=""noopener"" target=""_blank"">KPC 352200</a>
變態心理學
Abnormal Psychology","<人限 Limit / 新生保留 New Only>
15 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=328562021920013"" rel=""noopener"" target=""_blank"">聘任中	</a>
<教室 Room & 時間 Time>
Nanda南大1311	R5R6R7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
授課教師聘任中；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
心諮系優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
心理學(二)/心理學(一)
<學程 Program>
(跨領域)語言治療學分學程/(跨領域)神經科學學分學程
<必選修 Required or Elective>
心諮系109B選修
",KPC  心諮系,--,--,,KPC3522,Nanda南大,R5R6R7,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC3626"" rel=""noopener"" target=""_blank"">KPC 362600</a>
訓練與發展
Training and Development","<人限 Limit / 新生保留 New Only>
20 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
6 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=206132811333521708583728589737871"" rel=""noopener"" target=""_blank"">傅淑英	FU, SHU YING</a>
<教室 Room & 時間 Time>
Nanda南大2204	R6R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
心諮系大學部優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
人力資源管理(二)/人力資源管理(一)
<學程 Program>
--
<必選修 Required or Elective>
心諮系109B選修
",KPC  心諮系,--,--,,KPC3626,Nanda南大,R6R7R8,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC3630"" rel=""noopener"" target=""_blank"">KPC 363000</a>
員工關係
Employee Relations","<人限 Limit / 新生保留 New Only>
31 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
0 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=29579216972477587657871807378848578"" rel=""noopener"" target=""_blank"">王品惇	WANG, PIN-TUN</a>
<教室 Room & 時間 Time>
Nanda南大N524	W2W3W4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
此為16週課程；加退選期間不受理線上加選，若欲選課得以加簽方式辦理
<限制 Limitation>
心諮系優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
人力資源管理(二)/人力資源管理(一)
<學程 Program>
--
<必選修 Required or Elective>
心諮系109B選修
",KPC  心諮系,--,--,,KPC3630,Nanda南大,W2W3W4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC3726"" rel=""noopener"" target=""_blank"">KPC 372600</a>
生涯輔導與諮商
Career Guidance and Counseling","<人限 Limit / 新生保留 New Only>
25 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
2 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=243732612625935677265787177737871777378"" rel=""noopener"" target=""_blank"">張明敏	CHANG, MING-MIN</a>
<教室 Room & 時間 Time>
Nanda南大1311	M9MaMb
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
先修科目為「諮商與心理治療理論」；加退選期間不受理線上加選，若欲選課得以加簽方式辦理。
<限制 Limitation>
限心諮系大學部3年級4年級
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 諮商與心理治療理論-成績需C-以上上述條件一定要有，則不擋修。
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系109B選修
",KPC  心諮系,--,--,,KPC3726,Nanda南大,M9MaMb,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=KPC4429"" rel=""noopener"" target=""_blank"">KPC 442900</a>
輔導與諮商實習一
Guidance and Counseling Practicum(I)","<人限 Limit / 新生保留 New Only>
20 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
11 / --
<學分數 Credit unit>
2
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=264462611827194766969758578728565"" rel=""noopener"" target=""_blank"">李昆樺	LEE, KUN-HUA</a>
<教室 Room & 時間 Time>
Nanda南大N524	R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
先修科目請依本系輔導與諮商實習課程修習辦法辦理；加退選期間不受理線上加選，亦不受理加簽
<限制 Limitation>
限心諮系大學部4年級
<擋修 Prerequisite>
擋修對象 : 全校 
先修科目 : 心理專業倫理與法律-成績需C-以上團體諮商-成績需C-以上諮商輔導技術與策略-成績需C-以上上述條件一定要有，而且心理與教育測驗-成績需C-以上心理與教育測驗-成績需C-以上上述條件任選一科，則不擋修。
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
心諮系108B選修
",KPC  心諮系,--,--,,KPC4429,Nanda南大,R3R4,中文 ZH,O 接受 Allowed
