科號,課程中文名稱,課程英文名稱,學分數,人限,新生保留人數,通識對象,通識類別,授課語言,備註,停開註記,教室與上課時間,授課教師,擋修說明,課程限制說明,第一二專長對應,學分學程對應,不可加簽說明,必選修說明
11110CSR 520100,半導體材料導讀,Introduction to Semiconductor Materials,2,85,78, ,,中,半導體學院設計部、元件部、製程部必修,,"MS材料418	T3T4
","廖建能	LIAO, CHIEN-NENG
",,半導體學院優先，第3次選課起開放全校修習,,,,半導體學院111D  必修	半導體學院111M  必修	
11110CSR 530100,半導體設計導讀,Introduction to Semiconductor Design,2,70,63, ,,中,半導體學院元件部、材料部、製程部必修,,"DELTA台達215	M7M8
","劉靖家	LIOU, JING-JIA
",,半導體學院優先，第3次選課起開放全校修習,,,,半導體學院111D  必修	半導體學院111M  必修	電機系111D  選修	電機系111M  選修	
11110CSR 530200,設計自動化一,Design automation (Ⅰ),3,50,50, ,,英,"設計部選修,教師:李烔霆, location: 4F lecture room A",,"GEN III綜三LRA	M3M4W3W4
","聘任中	
",,半導體學院優先，第3次選課起開放全校修習,,,,半導體學院111D  選修	半導體學院111M  選修	電機系111D  選修	電機系111M  選修	
11110CSR 540100,半導體製程導讀,Introduction to Semiconductor Process,2,80,69, ,,中,半導體學院設計部、材料部、元件部必修,,"DELTA台達102	F3F4
","林本堅	LIN, BURN-JENG
邱博文	CHIU, PO-WEN
",,半導體學院優先，第3次選課起開放全校修習,,,,半導體學院111D  必修	半導體學院111M  必修	電機系111D  選修	電機系111M  選修	光電所111D  選修	光電所111M  選修	
11110CSR 540300,半導體微影、RET、Immersion、EUV,Semiconductor Lithography,3,40,40, ,,中,"製程部選修。本課程每週上課150分鐘,其餘時間教授彈性運用,location: 4F lecture room A",,"GEN III綜三LRA	M5M6W7W8
","林本堅	LIN, BURN-JENG
",,半導體學院優先，第3次選課起開放全校修習,,,,半導體學院111D  選修	半導體學院111M  選修	光電所111D  選修	光電所111M  選修	
11110DMS 110100,醫學科學導論,Introduction to Medical Science,2,40,0, ,,中, ,,"LS II生二 105	W7W8
","邱于芯	CHIU, YU-HSIN
王群超	WANG, CHUN-CHAO
",,限醫科系大學部,,,,醫科系111B  必修	
11110DMS 210500,醫學科學實驗,Medical Science Laboratory,2,24,0, ,,中, ,,"LS II生二103	T5T6T7T8
","彭明德	PERNG, MING-DER
王群超	WANG, CHUN-CHAO
",,限醫科系大學部,醫學科學(第二專長),,,醫科系110B  必修	
11110DMS 274100,神經生物學,Neurobiology,3,,0, ,,英, ,,"LS II生二 113	W7W8R6
","彭筱明	PENG HSIAO-MING
羅中泉	LO, CHUNG-CHUAN
張鈞惠	CHANG, CHUN-HUI
",,,,(跨領域)神經科學學分學程,,醫科系110B  選修	
11110DMS 275100,內科學概論,Introduction of Internal Medicine,1,,0, ,,中, ,,"LS II生二 109	R7R8
","鄭美雲	CHENG, MEI-YUN
",,限大學部2年級3年級4年級,,(跨領域)醫學科技學分學程,,醫科系110B  選修	
11110DMS 275500,運動醫學,Sport Medicine,2,,0, ,,中, ,,"LS II生二 109	M5M6
","張煥禎	CHANG, HUAN-CHENG
林頌凱	LIN, SUNG-KAI
李淑芳	LEE SHU FANG
",,,,,,醫科系110B  選修	
11110DMS 301100,專題研究,Undergraduate Research,1,,0, ,,中,指導教授限生科院專任教師,,,"指導教授	
",,,醫學科學(第一專長),,,醫科系109B  必修	
11110DMS 301200,學士論文,Bachelor Thesis,1,,0, ,,中,指導教授限生科院專任教師,,,"指導教授	
",,,醫學科學(第一專長),,,醫科系109B  必修	
11110DMS 320100,細胞生物學,Cell Biology,3,,0, ,,中, ,,"LS II生二217	T7T8T9
","湯學成	TANG, SHIUE-CHENG
陳令儀	CHEN, LINYI
林玉俊	LIN, YU-CHUN
","<div>
  擋修對象 : 大學部 <br>
  先修科目 : <BR><BR>曾修分子與細胞生物學一<BR>曾修分子與細胞生物學二<BR>曾修分子與細胞生物學三<BR>曾修分子生物學<BR><br>上述條件任選一科，則不擋修。</div>",,醫學科學(第二專長)	醫學科學(第一專長),(跨領域)生物產業技術學分學程/(跨領域)生物資訊學分學程/(跨領域)神經科學學分學程,,醫科系109B  必修	
11110DMS 370001,人體解剖學虛擬實作,3D Organon Virtual Reality (VR) Human Anatomy,1,28,0, ,,中,限曾修或本學期修人體生理與解剖學(後者請填解除擋修表);修過人體解剖學虛擬實境教學者不可修,,"LS II生二220	W6
","莊永仁	CHUANG, YUNG-JEN
李佳霖	LEE, JIA-LIN
彭明德	PERNG, MING-DER
張壯榮	CHANG, CHUANG-RUNG
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>曾修人體生理與解剖學<BR><br>上述條件一定要有，而且<br><BR>未修過人體解剖學虛擬實境教學<BR><br>上述條件一定要有，則不擋修。</div>",醫科系大學部優先，第3次選課起開放全校修習,醫學科學(第二專長)	醫學科學(第一專長),(跨領域)音樂科技與健康學分學程,,醫科系109B  必修	
11110DMS 370002,人體解剖學虛擬實作,3D Organon Virtual Reality (VR) Human Anatomy,1,28,0, ,,中,限曾修或本學期修人體生理與解剖學(後者請填解除擋修表);修過人體解剖學虛擬實境教學者不可修,,"LS II生二220	W5
","莊永仁	CHUANG, YUNG-JEN
李佳霖	LEE, JIA-LIN
彭明德	PERNG, MING-DER
張壯榮	CHANG, CHUANG-RUNG
","<div>
  擋修對象 : 全校 <br>
  先修科目 : <BR><BR>曾修人體生理與解剖學<BR><br>上述條件一定要有，而且<br><BR>未修過人體解剖學虛擬實境教學<BR><br>上述條件一定要有，則不擋修。</div>",醫科系大學部優先，第3次選課起開放全校修習,醫學科學(第二專長)	醫學科學(第一專長),(跨領域)音樂科技與健康學分學程,,醫科系109B  必修	
11110DMS 370300,人體生理與解剖學,Human Anatomy & Physiology,3,,0, ,,中, ,,"LS II生二 105	M7M8M9
","莊永仁	CHUANG, YUNG-JEN
李佳霖	LEE, JIA-LIN
彭明德	PERNG, MING-DER
張壯榮	CHANG, CHUANG-RUNG
",,"醫科系大學部3年級,生科院學士班大學部3年級優先，第3次選課起開放全校修習",醫學科學(第二專長)	醫學科學(第一專長),(跨領域)音樂科技與健康學分學程/(跨領域)醫學科技學分學程/(跨領域)神經科學學分學程,,醫科系109B  必修	
11110DMS 370500,醫學遺傳學,Medical Genetics,2,60,0, ,,中, ,,"LS II生二217	T3T4
","周裕珽	CHOU, YU-TING
廖品超	LIAO, PIN-CHAO
",,"醫科系大學部3年級,生科院學士班大學部3年級優先，第3次選課起開放全校修習",醫學科學(第二專長)	醫學科學(第一專長),(跨領域)生物資訊學分學程/(跨領域)醫學科技學分學程,,醫科系109B  必修	
11110DMS 370700,藥理學,Pharmacology,2,50,0, ,,中, ,,"LS II生二 107	W3W4
","林愷悌	LIN, KAI-TI
",,"醫科系大學部3年級,生科院學士班大學部3年級優先，第3次選課起開放全校修習",醫學科學(第二專長)	醫學科學(第一專長),(跨領域)醫學科技學分學程,,醫科系109B  必修	
11110DMS 390001,書報討論,Seminar,1,8,0, ,,中, ,,"LS II生二206	R2
","王群超	WANG, CHUN-CHAO
",,"限醫科系大學部3年級4年級,生科院學士班大學部3年級4年級",,,,醫科系109B  必修	
11110DMS 390002,書報討論,Seminar,1,8,0, ,,中, ,,"LS II生二 213	R2
","邱于芯	CHIU, YU-HSIN
",,"限醫科系大學部3年級4年級,生科院學士班大學部3年級4年級",,,,醫科系109B  必修	
11110DMS 390003,書報討論,Seminar,1,8,0, ,,中, ,,"LS II生二 113	R2
","林愷悌	LIN, KAI-TI
",,"限醫科系大學部3年級4年級,生科院學士班大學部3年級4年級",,,,醫科系109B  必修	
11110DMS 390004,書報討論,Seminar,1,8,0, ,,中, ,,"LS II生二218	R2
","林郁婷	LIN, YU-TING
",,"限醫科系大學部3年級4年級,生科院學士班大學部3年級4年級",,,,醫科系109B  必修	
11110DMS 390005,書報討論,Seminar,1,8,0, ,,中, ,,"LS I生一323A	R2
","周雅菁	YA-CHING CHOU
",,"限醫科系大學部3年級4年級,生科院學士班大學部3年級4年級",,,,醫科系109B  必修	
11110DMS 475100,醫療法律與研究倫理,Medical Law and Research Ethics,2,50,0, ,,中, ,,"LS II生二 109	F7F8
","王慧菁	WANG, HUI-CHING
謝進益	HSIEH,CHIN-YI
范建得	FAN, CHIEN TE
",,,,(跨領域)音樂科技與健康學分學程/(跨領域)醫學科技學分學程,,醫科系108B  選修	科法所111D  選修	科法所111MA 選修	科法所111MB 選修	
11110E   100101,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由材料葉安洲教授講授, 後半學期主題由化工衛子健教授在化工B18講授",,"DELTA台達璟德	W3W4
","葉安洲	YEH, AN-CHOU
衛子健	WEI, TZU-CHIEN
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100102,工程導論,Introduction to Engineering,2,25,0, ,,中,"半學期主題由化工衛子健教授講授, 後半學期主題由材料葉安洲教授在台達璟德講授",,"CHE化工 B18	W3W4
","葉安洲	YEH, AN-CHOU
衛子健	WEI, TZU-CHIEN
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100103,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由材料葉安洲教授講授, 後半學期主題由動機王訓忠教授在工一107講授",,"DELTA台達璟德	W3W4
","葉安洲	YEH, AN-CHOU
王訓忠	WONG, SHWIN-CHUNG
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100104,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由動機王訓忠教授講授, 後半學期主題由材料葉安洲教授在台達璟德講授",,"ENG I工一 107	W3W4
","葉安洲	YEH, AN-CHOU
王訓忠	WONG, SHWIN-CHUNG
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100105,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由材料葉安洲教授講授, 後半學期主題由工工洪一?教授在工一106講授",,"DELTA台達璟德	W3W4
","洪一&#23791;	HUNG, YI-FENG
葉安洲	YEH, AN-CHOU
",,,工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100106,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由工工洪一?教授講授, 後半學期主題由材料葉安洲教授在台達璟德講授",,"ENG I工一 106	W3W4
","洪一&#23791;	HUNG, YI-FENG
葉安洲	YEH, AN-CHOU
",,,工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100107,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由材料葉安洲教授講授, 後半學期主題由醫工魯才德教授在工一108講授",,"DELTA台達璟德	W3W4
","葉安洲	YEH, AN-CHOU
魯才德	LU, TSAI-TE
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100108,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由醫工魯才德教授講授, 後半學期主題由材料葉安洲教授在台達璟德講授",,"ENG I工一 108	W3W4
","葉安洲	YEH, AN-CHOU
魯才德	LU, TSAI-TE
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100109,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由工工洪一?教授講授, 後半學期主題由化工衛子健教授在化工B18講授",,"ENG I工一 106	W3W4
","洪一&#23791;	HUNG, YI-FENG
衛子健	WEI, TZU-CHIEN
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100110,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由化工衛子健教授講授, 後半學期主題由工工洪一?教授在工一106講授",,"CHE化工 B18	W3W4
","洪一&#23791;	HUNG, YI-FENG
衛子健	WEI, TZU-CHIEN
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100111,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由工工洪一?教授講授, 後半學期主題由動機王訓忠教授在工一107講授",,"ENG I工一 106	W3W4
","洪一&#23791;	HUNG, YI-FENG
王訓忠	WONG, SHWIN-CHUNG
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100112,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由動機王訓忠教授講授, 後半學期主題由工工洪一?教授在工一106講授",,"ENG I工一 107	W3W4
","洪一&#23791;	HUNG, YI-FENG
王訓忠	WONG, SHWIN-CHUNG
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100113,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由工工洪一?教授講授, 後半學期主題醫工魯才德教授在工一108講授",,"ENG I工一 106	W3W4
","洪一&#23791;	HUNG, YI-FENG
魯才德	LU, TSAI-TE
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100114,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由醫工魯才德教授講授, 後半學期主題工工洪一?教授在工一106講授",,"ENG I工一 108	W3W4
","洪一&#23791;	HUNG, YI-FENG
魯才德	LU, TSAI-TE
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100115,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由化工衛子健教授講授, 後半學期主題動機王訓忠教授在工一107講授",,"CHE化工 B18	W3W4
","衛子健	WEI, TZU-CHIEN
王訓忠	WONG, SHWIN-CHUNG
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100116,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由動機王訓忠教授講授, 後半學期主題化工衛子健教授在化工B18講授",,"ENG I工一 107	W3W4
","衛子健	WEI, TZU-CHIEN
王訓忠	WONG, SHWIN-CHUNG
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100117,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由化工衛子健教授講授, 後半學期主題醫工魯才德教授在工一108講授",,"CHE化工 B18	W3W4
","衛子健	WEI, TZU-CHIEN
魯才德	LU, TSAI-TE
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
11110E   100118,工程導論,Introduction to Engineering,2,25,0, ,,中,"前半學期主題由醫工魯才德教授講授, 後半學期主題化工衛子健教授在化工B18講授",,"ENG I工一 108	W3W4
","衛子健	WEI, TZU-CHIEN
魯才德	LU, TSAI-TE
",,"工學院,大學部1年級優先，第3次選課起開放全校修習",工業工程與工程管理(第一專長),,《不接受加簽 No extra selection》,
